,cell,tot_70,fast_70,fast_total,nonfast_70,nonfast_total,jem-version_jem_form,jem-date_patch,jem-time_patch,jem-date_patch_y-m-d,jem-date_patch_y,jem-date_patch_m,jem-date_patch_d,jem-date_acsf,jem-date_blank,jem-date_internal,jem-status_misinformation,jem-id_species,jem-id_slice_specimen,jem-id_cell_specimen,jem-status_patch_tube,jem-id_patched_cell_container,jem-id_rig_user,jem-id_rig_number,jem-status_attempt,jem-cell_attached_status,jem-cell_attached_status_failure,jem-break_in_status,jem-break_in_status_failure,jem-status_success_failure,jem-status_reporter,jem-cell_virus_enhancer,jem-roi_super,jem-roi_major_minor,jem-roi_major,jem-roi_minor,jem-cell_health,jem-health_fill_quality,jem-nucleus_post_patch,jem-nucleus_sucked,jem-res_final_seal,jem-depth,jem-in_bath_resistance,jem-in_bath_clog,jem-cell_attached_dimple,jem-break_in_pressure_max,jem-break_in_zap_max,jem-break_in_zap_use,jem-break_in_reseal,jem-pressure_extraction,jem-pressure_retraction,jem-time_duration_experiment,jem-time_duration_extraction,jem-time_duration_retraction,jem-in_bath_time_start,jem-seal_time_start,jem-cell_attached_time_start,jem-break_in_time_start,jem-break_in_time_end,jem-time_exp_extraction_start,jem-time_exp_extraction_end,jem-time_exp_retraction_end,jem-time_exp_channel_end,jem-virus_enhancer,jem-dic,jem-slice_level_project,jem-project_level_nucleus,jem-project_name,jem-project_icv_injection_fluorescent_roi,jem-project_retrograde_labeling_hemisphere,jem-project_retrograde_labeling_region,jem-project_retrograde_labeling_exp,jem-notes_overall,jem-notes_qc,jem-notes_extraction,jem-notes_failure,jem-time_slice_eval,jem-slice_health,jem-slice_observations,jem-slice_quality_comments,lims-id_species,lims-id_project_code,lims-id_slice_specimen,lims-id_cell_specimen,lims-id_patched_cell_container,lims-cell_reporter,lims-structure,lims-histology_well_name,lims-id_cell_specimen_id,lims-id_slice_genotype,lims-depth,test-jem_lims_specimen_id_congruency,tree_subclass,tree_cluster,tree_class,marker_sum_norm_label,Norm_Marker_Sum.0.4_label,patched_cell_container,cell_name,rna_amplification_pass_fail,Genes.Detected.CPM
47,H23.03.302.11.08.01.01,27.65121627295362,,,,,2.1.5,02/07/2023,14:13:46,2023-02-07,2023.0,2.0,7.0,02/06/2023,11/08/2022,12/09/2022,No,Human,H23.03.302.11.08.01,H23.03.302.11.08.01.01,Patch Tube,PVS4_230207_251_A01,marshallv,8,4.0,Success,,Success,,SUCCESS,,,Cortical,TCx_L2,TCx,L2,3.0,3.0,nucleus_present,intentionally-surface,20.0,65.3,5.1,Yes,Yes,35.0,500us,Multiple,No,55.0,60.0,6.75,4.62,7.17,15:36:10,,15:42:09,15:42:14,15:44:21,15:51:06,15:55:43,16:02:53,16:10:51,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-MET,H23.03.302,H23.03.302.11.08.01.01,PVS4_230207_251_A01,not applicable,,EPhys_230206_04_A04_H,H23.03.302,,65.3,Matching JEM & LIMS Information,,,,,,,,,
48,H22.26.437.11.51.01.01,6.092827050005679,,,,,2.1.4,11/23/2022,10:47:56,2022-11-23,2022.0,11.0,23.0,11/22/2022,10/03/2022,10/27/2022,No,Human,H22.26.437.11.51.01,H22.26.437.11.51.01.01,Patch Tube,PCS4_221123_151_A01,kamiliamn,3,1.0,Success,,Success,,SUCCESS,Positive,,Cortical,TCx_L5,TCx,L5,,2.0,nucleus_present,no,2000.0,76.5,3.9,No,No,10.0,Not Applicable,Not Applicable,No,47.0,53.0,9.08,47.12,1.92,11:07:03,,11:08:04,11:09:22,11:09:47,11:18:52,12:05:59,12:07:54,12:15:57,CN3596,,,Channel_Recording,None,None,None,None,None,,"had to leave during the nucleus extraction, cut pressure after 15 min, than put pressure back on and retracted",,,,,,,Homo Sapiens,hIVSCC-METc,H22.26.437,H22.26.437.11.51.01.01,PCS4_221123_151_A01,positive,TCx,EPhys_221121_02_C02_H,H22.26.437,,76.5,Matching JEM & LIMS Information,,,,,,,,,
49,H23.03.309.11.53.05,2.712630071700631,,,,,2.1.5,09/15/2023,10:20:28,2023-09-15,2023.0,9.0,15.0,09/14/2023,07/14/2023,07/19/2023,No,Human,H23.03.309.11.53,H23.03.309.11.53.05,Patch Tube,PCS4_230915_355_A01,audreym,3,9.0,Success,,Success,,SUCCESS,Positive,,Cortical,TCx_L6,TCx,L6,1.0,1.0,nucleus_present,intentionally-surface,3000.0,33.0,4.2,No,Yes,120.0,Not Applicable,Not Applicable,No,32.0,32.0,2.17,2.8,4.98,15:25:21,,15:27:11,15:28:13,15:29:49,15:31:59,15:34:47,15:39:46,15:41:08,CN1954,,HMBA-UM1,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-METc,H23.03.309,H23.03.309.11.53.05,PCS4_230915_355_A01,positive,TP,EPhys_230918_02_B01_H,,,75.4,Matching JEM & LIMS Information,L5-6_NP,Exc L4-6 FEZF2 IL26,Glutamatergic,0.4838054556729241,True,PCS4_230915_355_A01,H23.03.309.11.53.05,Pass,13659.0
50,H23.51.010.21.57.01.01,14.45203048606968,,,,,2.1.5,07/18/2023,10:02:38,2023-07-18,2023.0,7.0,18.0,07/17/2023,06/08/2023,04/20/2023,No,Human,H23.51.010.21.57.01,H23.51.010.21.57.01.01,Patch Tube,PCS4_230718_401_A01,kristab,8,4.0,Success,,Success,,SUCCESS,Positive,,Cortical,TCx_L3,TCx,L3,3.0,2.0,nucleus_present,no,3000.0,54.1,7.2,No,Yes,128.0,Not Applicable,Not Applicable,No,40.0,39.0,10.52,4.03,5.45,11:22:39,,11:25:34,11:25:35,11:26:06,11:36:37,11:40:39,11:46:06,11:47:34,CN1390,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-METc-SCH,H23.51.010,H23.51.010.21.57.01.01,PCS4_230718_401_A01,positive,,EPhys_230717_02_B01_H,,,54.1,Matching JEM & LIMS Information,Pvalb,Inh L5-6 SST MIR548F2,GABAergic,0.3588649502673558,False,PCS4_230718_401_A01,H23.51.010.21.57.01.01,Pass,9425.0
51,H23.51.006.11.53.01.06,24.15181978933664,,,,,2.1.5,05/15/2023,10:00:56,2023-05-15,2023.0,5.0,15.0,05/15/2023,04/20/2023,04/20/2023,No,Human,H23.51.006.11.53.01,H23.51.006.11.53.01.06,Patch Tube,PXS4_230515_156_A01,kamiliamn,3,7.0,Success,,Success,,SUCCESS,Positive,,Cortical,FCx_L3c,FCx,L3c,3.0,3.0,nucleus_present,intentionally-surface,1000.0,66.0,4.6,No,Yes,100.0,Not Applicable,Not Applicable,No,51.0,100.0,4.23,4.3,5.77,14:41:38,,14:43:05,14:44:12,14:44:55,14:49:09,14:53:27,14:59:13,15:04:23,CN1390,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-METc-SCH,H23.51.006,H23.51.006.11.53.01.06,PXS4_230515_156_A01,positive,,EPhys_230515_02_B02_H,H23.51.006,,66.6,Matching JEM & LIMS Information,Pvalb,Inh L5-6 SST MIR548F2,GABAergic,0.9269087266715892,True,PXS4_230515_156_A01,H23.51.006.11.53.01.06,Pass,11950.0
52,H19.03.314.12.07.01.04,1.929979886066376,,,,,2.0.8,06/18/2019,17:56:36,2019-06-18,2019.0,6.0,18.0,06/17/2019,05/09/2019,05/06/2019,No,Human,H19.03.314.12.07.01,H19.03.314.12.07.01.04,Patch Tube,P8S4_190618_359_A01,lindsayn,3,4.0,,,,,SUCCESS,,,Cortical,TCx_L4,TCx,L4,4.0,,nucleus_present,no,1000.0,54.0,4.6,,,,,,,65.0,65.0,8.73,2.83,4.0,20:29:28,,,,20:30:33,20:39:17,20:42:07,20:46:07,20:49:34,None,,,Channel_Recording,None,None,None,None,None,thick,,"compensated WC 12.4 corr 80
seal lowered",,,,,,Homo Sapiens,hIVSCC-MET,H19.03.314,H19.03.314.12.07.01.04,P8S4_190618_359_A01,not applicable,MTG,EPhys_190617_02_A02_H,H19.03.314,,54.3,Matching JEM & LIMS Information,L4_IT,Exc L3-5 RORB COL22A1,Glutamatergic,0.9364489548762364,True,P8S4_190618_359_A01,H19.03.314.12.07.01.04,Pass,12062.0
53,H23.03.303.12.62.01.02,3.534147837527027,,,,,2.1.5,03/03/2023,12:11:55,2023-03-03,2023.0,3.0,3.0,03/02/2023,12/06/2022,12/09/2022,No,Human,H23.03.303.12.62.01,H23.03.303.12.62.01.02,Patch Tube,PCS4_230303_152_A01,kamiliamn,3,3.0,Success,,Success,,SUCCESS,Positive,,Cortical,OCx_L5,OCx,L5,3.0,2.0,nucleus_present,no,3000.0,75.9,4.0,No,No,2.0,25us,Single,No,35.0,65.0,13.32,4.93,5.83,15:06:22,,15:08:14,15:09:18,15:10:08,15:23:27,15:28:23,15:34:13,15:42:51,CN2787,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-METc,H23.03.303,H23.03.303.12.62.01.02,PCS4_230303_152_A01,positive,LiG,EPhys_230306_02_A01_H,H23.03.303,,75.9,Matching JEM & LIMS Information,L5-6_NP,Exc L4-6 FEZF2 IL26,Glutamatergic,0.5328513709327832,True,PCS4_230303_152_A01,H23.03.303.12.62.01.02,Pass,10781.0
54,H19.06.351.11.16.02.01,8.82402221173621,1.405851102906571,0.15932089348514417,8.426259933553393,0.9549227927312125,2.0.8,03/21/2019,16:52:58,2019-03-21,2019.0,3.0,21.0,03/21/2019,02/05/2019,02/08/2019,No,Human,H19.06.351.11.16.02,H19.06.351.11.16.02.01,Patch Tube,P2S4_190321_051_A01,rustym,4,2.0,,,,,SUCCESS,,,Cortical,TCx_L1,TCx,L1,4.0,,nucleus_present,intentionally,2000.0,88.8,4.4,,,,,,,35.0,35.0,6.38,1.32,1.98,17:35:52,,,,17:37:21,17:43:44,17:45:03,17:47:02,,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-MET,H19.06.351,H19.06.351.11.16.02.01,P2S4_190321_051_A01,not applicable,MTG,EPhys_190318_03_B03_H,H19.06.351,,88.8,Matching JEM & LIMS Information,Lamp5,Inh L1-2 LAMP5 DBP,GABAergic,1.0791708001147529,True,P2S4_190321_051_A01,H19.06.351.11.16.02.01,Pass,11302.0
55,H23.03.309.11.54.08,11.56366411345572,2.260420097719494,0.1954761116841177,10.61967856377525,0.9183662254092949,2.1.5,09/20/2023,10:30:32,2023-09-20,2023.0,9.0,20.0,09/19/2023,07/14/2023,07/19/2023,No,Human,H23.03.309.11.54,H23.03.309.11.54.08,Patch Tube,PCS4_230920_358_A01,audreym,3,10.0,Success,,Success,,SUCCESS,Positive,,Cortical,TCx_L6,TCx,L6,1.0,1.0,nucleus_present,intentionally-surface,2500.0,80.0,4.3,No,No,120.0,Not Applicable,Not Applicable,No,25.0,30.0,7.3,4.07,6.08,16:50:33,,16:52:54,16:53:28,16:54:44,17:02:02,17:06:06,17:12:11,17:20:27,CN1633,,HMBA-UM1,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-METc,H23.03.309,H23.03.309.11.54.08,PCS4_230920_358_A01,positive,TP,EPhys_230918_03_A02_H,,,77.2,Matching JEM & LIMS Information,L6_IT_Car3,Exc L5-6 THEMIS FGF10,Glutamatergic,0.6635691320376886,True,PCS4_230920_358_A01,H23.03.309.11.54.08,Pass,10803.0
56,H19.03.315.11.01.01.06,9.251221028818623,1.870385447462645,0.2021771441452083,8.56973478845271,0.9263355357911128,2.0.8,07/09/2019,18:33:24,2019-07-09,2019.0,7.0,9.0,07/05/2019,05/21/2019,06/24/2019,No,Human,H19.03.315.11.01.01,H19.03.315.11.01.01.06,Patch Tube,P8S4_190709_362_A01,lindsayn,3,6.0,,,,,SUCCESS,Negative,,Cortical,TCx_L1,TCx,L1,4.0,,nucleus_present,no,2000.0,46.0,4.5,,,,,,,50.0,50.0,7.23,4.93,6.08,20:55:44,,,,20:57:22,21:04:36,21:09:32,21:15:37,21:22:59,None,,,Channel_Recording,None,None,None,None,None,,,#comp WC 15.97 corr 80,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.315,H19.03.315.11.01.01.06,P8S4_190709_362_A01,not applicable,TemL,EPhys_190708_03_A04_H,H19.03.315,,46.0,Matching JEM & LIMS Information,Lamp5,Inh L1-2 LAMP5 DBP,GABAergic,0.9878261270080833,True,P8S4_190709_362_A01,H19.03.315.11.01.01.06,Pass,8478.0
57,H19.03.310.11.06.02.04,12.74708995050349,2.61655721256304,0.20526702351070253,10.96315706353613,0.8600517534673161,2.0.8,04/25/2019,17:36:29,2019-04-25,2019.0,4.0,25.0,04/24/2019,04/04/2019,03/28/2019,No,Human,H19.03.310.11.06.02,H19.03.310.11.06.02.04,Patch Tube,P8S4_190425_355_A01,lindsayn,3,4.0,,,,,SUCCESS,,,Cortical,FCx_L4,FCx,L4,3.0,,nucleus_present,no,3000.0,42.0,4.0,,,,,,,55.0,55.0,0.2,0.02,0.02,17:42:14,,,,17:42:16,17:42:28,17:42:29,17:42:30,,None,,,Channel_Recording,None,None,None,None,None,slice moved after I crashed pipette. #JEMlost,,,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.310,H19.03.310.11.06.02.04,P8S4_190425_355_A01,not applicable,SFG,EPhys_190422_03_B01_H,H19.03.310,,56.4,Matching JEM & LIMS Information,Pvalb,Inh L4-5 PVALB MEPE,GABAergic,0.7266738449956599,True,P8S4_190425_355_A01,H19.03.310.11.06.02.04,Pass,12724.0
58,H19.03.312.11.04.01.02,5.4883110003683,1.3410793024546,0.24435191489050184,4.731253801639326,0.8620600766468645,2.0.8,05/14/2019,19:26:07,2019-05-14,2019.0,5.0,14.0,05/13/2019,04/30/2019,03/28/2019,No,Human,H19.03.312.11.04.01,H19.03.312.11.04.01.02,Patch Tube,P8S4_190514_359_A01,lindsayn,3,3.0,,,,,SUCCESS,,,Cortical,FCx_L4,FCx,L4,4.0,,nucleus_present,no,1500.0,44.0,4.9,,,,,,,60.0,60.0,8.02,1.68,3.32,20:20:46,,,,20:21:50,20:29:51,20:31:32,20:34:51,20:41:51,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.312,H19.03.312.11.04.01.02,P8S4_190514_359_A01,not applicable,MFG,EPhys_190513_02_B04_H,H19.03.312,,44.5,Matching JEM & LIMS Information,L5_IT,Exc L4-6 RORB SEMA3E,Glutamatergic,0.8809735460137806,True,P8S4_190514_359_A01,H19.03.312.11.04.01.02,Pass,11407.0
59,H19.03.305.11.10.01.10,9.776307502813875,2.415945503659015,0.24712249517147894,7.871847912097841,0.8051964312530184,2.0.8,03/05/2019,13:02:40,2019-03-05,2019.0,3.0,5.0,03/04/2019,01/25/2019,02/08/2019,No,Human,H19.03.305.11.10.01,H19.03.305.11.10.01.10,Patch Tube,P8S4_190305_360_A01,lindsayn,3,15.0,,,,,SUCCESS,,,Cortical,TCx_L4,TCx,L4,3.0,,nucleus_present,no,2000.0,42.0,5.1,,,,,,,45.0,45.0,6.85,1.92,2.87,19:06:06,,,,19:07:13,19:14:04,19:15:59,19:18:51,,None,,,Channel_Recording,None,None,None,None,None,#abcam,,,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.305,H19.03.305.11.10.01.10,P8S4_190305_360_A01,not applicable,MTG,EPhys_190304_02_B01_H,H19.03.305,,42.9,Matching JEM & LIMS Information,Sst,Inh L4-5 SST STK32A,GABAergic,0.8939651846967867,True,P8S4_190305_360_A01,H19.03.305.11.10.01.10,Pass,11094.0
60,H19.03.310.11.06.02.02,3.911226698016653,0.9888959146696998,0.2528352332967966,2.976508490978545,0.7610166121252713,2.0.8,04/25/2019,17:36:29,2019-04-25,2019.0,4.0,25.0,04/24/2019,04/04/2019,03/28/2019,No,Human,H19.03.310.11.06.02,H19.03.310.11.06.02.02,Patch Tube,P8S4_190425_353_A01,lindsayn,3,2.0,,,,,SUCCESS,,,Cortical,FCx_L2,FCx,L2,4.0,,nucleus_present,no,3000.0,40.0,4.0,,,,,,,55.0,55.0,0.15,0.02,0.0,17:40:24,,,,17:40:27,17:40:36,17:40:37,17:40:37,17:40:38,None,,,Channel_Recording,None,None,None,None,None,slice moved after I crashed pipette. #JEMlost,,,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.310,H19.03.310.11.06.02.02,P8S4_190425_353_A01,not applicable,SFG,EPhys_190422_03_B01_H,H19.03.310,,33.1,Matching JEM & LIMS Information,L2-3_IT,Exc L2 LAMP5 LTK,Glutamatergic,0.7765001933251784,True,P8S4_190425_353_A01,H19.03.310.11.06.02.02,Pass,10140.0
61,H19.06.351.11.16.02.03,7.144318585459284,1.994705498821812,0.27920164463012664,6.459963321540144,0.9042098619017359,2.0.8,03/21/2019,16:52:58,2019-03-21,2019.0,3.0,21.0,03/21/2019,02/05/2019,02/08/2019,No,Human,H19.06.351.11.16.02,H19.06.351.11.16.02.03,Patch Tube,P2S4_190321_053_A01,rustym,4,4.0,,,,,SUCCESS,,,Cortical,TCx_L1,TCx,L1,4.0,,nucleus_present,,1000.0,35.3,3.8,,,,,,,20.0,20.0,5.45,1.12,1.98,19:11:22,,,,19:12:30,19:17:57,19:19:04,19:21:03,,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-MET,H19.06.351,H19.06.351.11.16.02.03,P2S4_190321_053_A01,not applicable,MTG,EPhys_190318_03_B03_H,H19.06.351,,35.3,Matching JEM & LIMS Information,Lamp5,Inh L1-2 LAMP5 DBP,GABAergic,0.9860131804042686,True,P2S4_190321_053_A01,H19.06.351.11.16.02.03,Pass,10240.0
62,H19.03.320.11.13.01.02,26.69055508700455,7.577197037711946,0.2838905752620046,20.24504094325081,0.7585095505603772,2.0.8,08/27/2019,15:25:58,2019-08-27,2019.0,8.0,27.0,08/26/2019,07/30/2019,07/29/2019,No,Human,H19.03.320.11.13.01,H19.03.320.11.13.01.02,Patch Tube,P8S4_190827_354_A01,lindsayn,5,2.0,,,,,SUCCESS,Negative,,Cortical,TCx_L3,TCx,L3,4.0,,nucleus_present,no,2000.0,40.0,3.5,,,,,,,55.0,55.0,9.67,1.72,1.83,16:05:42,,,,16:06:37,16:16:17,16:18:00,16:19:50,16:25:42,None,,,Channel_Recording,None,None,None,None,None,I think my slice may be placed sideways,,"#comp WC 13.48 corr 80
reran tails, ignore after tails",,,,,,Homo Sapiens,hIVSCC-MET,H19.03.320,H19.03.320.11.13.01.02,P8S4_190827_354_A01,negative,MTG,EPhys_190826_02_A03_H,H19.03.320,,40.6,Matching JEM & LIMS Information,Pvalb,Inh L4-5 PVALB MEPE,GABAergic,1.080352160367371,True,P8S4_190827_354_A01,H19.03.320.11.13.01.02,Pass,11374.0
63,H19.06.351.11.16.02.04,6.421380434781827,1.939573454785664,0.3020492983533319,5.693268856806922,0.8866113625613832,2.0.8,03/21/2019,16:52:58,2019-03-21,2019.0,3.0,21.0,03/21/2019,02/05/2019,02/08/2019,No,Human,H19.06.351.11.16.02,H19.06.351.11.16.02.04,Patch Tube,P2S4_190321_054_A01,rustym,4,6.0,,,,,SUCCESS,,,Cortical,TCx_L1,TCx,L1,4.0,,nucleus_present,intentionally,1000.0,48.0,4.3,,,,,,,25.0,25.0,7.3,1.37,1.22,20:04:12,,,,20:05:17,20:12:35,20:13:57,20:15:10,,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-MET,H19.06.351,H19.06.351.11.16.02.04,P2S4_190321_054_A01,not applicable,MTG,EPhys_190318_03_B03_H,H19.06.351,,48.0,Matching JEM & LIMS Information,Lamp5,Inh L1-2 LAMP5 DBP,GABAergic,1.0200193348191755,True,P2S4_190321_054_A01,H19.06.351.11.16.02.04,Pass,8310.0
64,H19.03.306.11.16.01.01,8.695436103918391,2.694621697452081,0.30988919534901926,6.797486853585315,0.7817304126382102,2.0.8,03/11/2019,14:07:48,2019-03-11,2019.0,3.0,11.0,03/08/2019,02/05/2019,02/08/2019,No,Human,H19.03.306.11.16.01,H19.03.306.11.16.01.01,Patch Tube,P2S4_190311_051_A01,rustym,4,1.0,,,,,SUCCESS,,,Cortical,TCx_L1,TCx,L1,3.0,,nucleus_present,intentionally,1000.0,51.6,4.3,,,,,,,37.0,37.0,7.05,1.5,3.15,14:31:54,,,,14:33:54,14:40:57,14:42:27,14:45:36,,None,,,Channel_Recording,None,None,None,None,None,Slice quality not great.,,,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.306,H19.03.306.11.16.01.01,P2S4_190311_051_A01,not applicable,ITG,EPhys_190311_01_A02_H,H19.03.306,,51.6,Matching JEM & LIMS Information,Lamp5,Inh L1-2 LAMP5 DBP,GABAergic,1.3455590056324422,True,P2S4_190311_051_A01,H19.03.306.11.16.01.01,Pass,9369.0
65,H19.03.306.11.12.01.09,7.635762049921414,2.388922112382889,0.3128596853548462,6.136030657910863,0.8035911304981033,2.0.8,03/11/2019,13:22:40,2019-03-11,2019.0,3.0,11.0,03/08/2019,03/05/2019,02/08/2019,No,Human,H19.03.306.11.12.01,H19.03.306.11.12.01.09,Patch Tube,P8S4_190311_359_A01,lindsayn,3,11.0,,,,,SUCCESS,,,Cortical,TCx_L1,TCx,L1,3.0,,nucleus_present,no,2000.0,46.0,4.3,,,,,,,45.0,45.0,12.47,2.25,3.62,18:46:01,,,,18:47:27,18:59:55,19:02:10,19:05:47,,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.306,H19.03.306.11.12.01.09,P8S4_190311_359_A01,not applicable,ITG,EPhys_190311_01_B01_H,H19.03.306,,46.3,Matching JEM & LIMS Information,Lamp5,Inh L1 LAMP5 NMBR,GABAergic,1.32466310285413,True,P8S4_190311_359_A01,H19.03.306.11.12.01.09,Pass,8508.0
66,H19.03.306.11.12.01.02,6.183542943309027,2.065834194292415,0.3340858490402779,4.553911880089716,0.7364567403898,2.0.8,03/11/2019,13:22:40,2019-03-11,2019.0,3.0,11.0,03/08/2019,03/05/2019,02/08/2019,No,Human,H19.03.306.11.12.01,H19.03.306.11.12.01.02,Patch Tube,P8S4_190311_352_A01,lindsayn,3,2.0,,,,,SUCCESS,,,Cortical,TCx_L1,TCx,L1,3.0,,nucleus_present,no,2000.0,39.0,4.0,,,,,,,45.0,45.0,8.27,1.03,1.63,13:57:28,,,,13:58:28,14:06:44,14:07:46,14:09:24,,None,,,Channel_Recording,None,None,None,None,None,,,shaky channel recording,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.306,H19.03.306.11.12.01.02,P8S4_190311_352_A01,not applicable,ITG,EPhys_190311_01_B01_H,H19.03.306,,39.2,Matching JEM & LIMS Information,Lamp5,Inh L1-4 LAMP5 LCP2,GABAergic,0.7773447850470205,True,P8S4_190311_352_A01,H19.03.306.11.12.01.02,Pass,7383.0
67,H19.03.305.11.10.01.03,4.245331169649108,1.446614779340957,0.34075428312475436,2.870052315862241,0.6760490998631471,2.0.8,03/05/2019,13:02:40,2019-03-05,2019.0,3.0,5.0,03/04/2019,01/25/2019,02/08/2019,No,Human,H19.03.305.11.10.01,H19.03.305.11.10.01.03,Patch Tube,P8S4_190305_353_A01,lindsayn,3,4.0,,,,,SUCCESS,,,Cortical,TCx_L4,TCx,L4,4.0,,nucleus_present,no,3000.0,53.0,4.8,,,,,,,67.0,67.0,8.7,3.18,3.78,14:02:32,,,,14:03:26,14:12:08,14:15:19,14:19:06,,None,,,Channel_Recording,None,None,None,None,None,#abcam,,,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.305,H19.03.305.11.10.01.03,P8S4_190305_353_A01,not applicable,MTG,EPhys_190304_02_B01_H,H19.03.305,,53.3,Matching JEM & LIMS Information,L5_IT,Exc L4-5 RORB FOLH1B,Glutamatergic,1.0522111268740748,True,P8S4_190305_353_A01,H19.03.305.11.10.01.03,Pass,12100.0
68,H19.06.351.11.06.01.08,10.34022299670233,3.527832737953105,0.3411756921565608,7.175070103155682,0.6938989715641463,2.0.8,03/21/2019,13:33:37,2019-03-21,2019.0,3.0,21.0,03/20/2019,02/05/2019,02/08/2019,No,Human,H19.06.351.11.06.01,H19.06.351.11.06.01.08,Patch Tube,P8S4_190321_359_A01,lindsayn,3,10.0,,,,,SUCCESS,,,Cortical,TCx_L4,TCx,L4,4.0,,nucleus_present,no,3000.0,41.0,3.7,,,,,,,55.0,55.0,5.85,1.82,3.52,18:55:13,,,,18:56:06,19:01:57,19:03:46,19:07:17,,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-MET,H19.06.351,H19.06.351.11.06.01.08,P8S4_190321_359_A01,not applicable,MTG,EPhys_190318_03_B01_H,H19.06.351,,41.0,Matching JEM & LIMS Information,L5_IT,Exc L4-5 RORB DAPK2,Glutamatergic,1.0840099396912517,True,P8S4_190321_359_A01,H19.06.351.11.06.01.08,Pass,11606.0
69,H19.03.308.11.04.01.04,4.346377649717017,1.504597224151699,0.3461726857190286,3.29850578502282,0.7589091539796545,2.0.8,04/16/2019,13:01:54,2019-04-16,2019.0,4.0,16.0,04/15/2019,03/05/2019,03/28/2019,No,Human,H19.03.308.11.04.01,H19.03.308.11.04.01.04,Patch Tube,P2S4_190416_052_A01,rustym,4,4.0,,,,,SUCCESS,,,Cortical,TCx_L4,TCx,L4,4.0,,nucleus_present,no,2000.0,66.8,4.8,,,,,,,55.0,55.0,5.37,2.05,2.22,15:55:21,,,,15:56:57,16:02:19,16:04:22,16:06:35,16:13:28,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.308,H19.03.308.11.04.01.04,P2S4_190416_052_A01,not applicable,ITG,EPhys_190415_03_B01_H,H19.03.308,,66.8,Matching JEM & LIMS Information,L2-3_IT,Exc L2-4 LINC00507 GLP2R,Glutamatergic,0.7740687291641675,True,P2S4_190416_052_A01,H19.03.308.11.04.01.04,Pass,11937.0
70,H23.03.309.12.68.03,3.397551453341813,1.218807230770418,0.35873105897236846,2.382758986290932,0.7013165272146985,2.1.5,09/20/2023,10:27:25,2023-09-20,2023.0,9.0,20.0,09/19/2023,07/14/2023,07/19/2023,No,Human,H23.03.309.12.68,H23.03.309.12.68.03,Patch Tube,PCS4_230920_403_A01,kristab,8,3.0,Success,,Success,,SUCCESS,Positive,,Cortical,TCx_L6,TCx,L6,3.0,2.0,nucleus_present,no,2004.0,70.4,4.6,No,No,106.0,Not Applicable,Not Applicable,No,35.0,34.0,6.55,2.55,6.22,12:06:03,,12:08:32,12:08:42,12:08:56,12:15:29,12:18:02,12:24:15,12:33:45,CN1633,,HMBA-UM1,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-METc,H23.03.309,H23.03.309.12.68.03,PCS4_230920_403_A01,positive,TP,EPhys_230918_03_A01_H,,,70.4,Matching JEM & LIMS Information,L6b,Exc L5-6 FEZF2 IL15,Glutamatergic,0.4254342081717301,True,PCS4_230920_403_A01,H23.03.309.12.68.03,Pass,8734.0
