,cell,tot_70,fast_70,fast_total,nonfast_70,nonfast_total,jem-version_jem_form,jem-date_patch,jem-time_patch,jem-date_patch_y-m-d,jem-date_patch_y,jem-date_patch_m,jem-date_patch_d,jem-date_acsf,jem-date_blank,jem-date_internal,jem-status_misinformation,jem-id_species,jem-id_slice_specimen,jem-id_cell_specimen,jem-status_patch_tube,jem-id_patched_cell_container,jem-id_rig_user,jem-id_rig_number,jem-status_attempt,jem-cell_attached_status,jem-cell_attached_status_failure,jem-break_in_status,jem-break_in_status_failure,jem-status_success_failure,jem-status_reporter,jem-cell_virus_enhancer,jem-roi_super,jem-roi_major_minor,jem-roi_major,jem-roi_minor,jem-cell_health,jem-health_fill_quality,jem-nucleus_post_patch,jem-nucleus_sucked,jem-res_final_seal,jem-depth,jem-in_bath_resistance,jem-in_bath_clog,jem-cell_attached_dimple,jem-break_in_pressure_max,jem-break_in_zap_max,jem-break_in_zap_use,jem-break_in_reseal,jem-pressure_extraction,jem-pressure_retraction,jem-time_duration_experiment,jem-time_duration_extraction,jem-time_duration_retraction,jem-in_bath_time_start,jem-seal_time_start,jem-cell_attached_time_start,jem-break_in_time_start,jem-break_in_time_end,jem-time_exp_extraction_start,jem-time_exp_extraction_end,jem-time_exp_retraction_end,jem-time_exp_channel_end,jem-virus_enhancer,jem-dic,jem-slice_level_project,jem-project_level_nucleus,jem-project_name,jem-project_icv_injection_fluorescent_roi,jem-project_retrograde_labeling_hemisphere,jem-project_retrograde_labeling_region,jem-project_retrograde_labeling_exp,jem-notes_overall,jem-notes_qc,jem-notes_extraction,jem-notes_failure,jem-time_slice_eval,jem-slice_health,jem-slice_observations,jem-slice_quality_comments,lims-id_species,lims-id_project_code,lims-id_slice_specimen,lims-id_cell_specimen,lims-id_patched_cell_container,lims-cell_reporter,lims-structure,lims-histology_well_name,lims-id_cell_specimen_id,lims-id_slice_genotype,lims-depth,test-jem_lims_specimen_id_congruency,tree_score,tree_subclass,tree_cluster,tree_class,patched_cell_container_label,cell_name_label,percent_cdna_longer_than_400bp_label,rna_amplification_pass_fail_label,amplified_quantity_ng_label,Genes.Detected.CPM_label,marker_sum_norm_label,Norm_Marker_Sum.0.4_label
641,Ctgf-T2A-dgCre;Ai14-533671.04.02.02,,,,,,2.0.8,07/13/2020,13:19:51,2020-07-13,2020.0,7.0,13.0,07/10/2020,06/15/2020,06/15/2020,No,Mouse,Ctgf-T2A-dgCre;Ai14-533671.04.02,Ctgf-T2A-dgCre;Ai14-533671.04.02.02,Patch Tube,P8S4_200713_354_A01,lindsayn,1,2.0,,,,,SUCCESS,Positive,,Cortical,VISp_L6b,VISp,L6b,4.0,,nucleus_present,no,2000.0,35.0,4.0,,,,,,,55.0,55.0,6.83,1.6,3.47,13:55:27,,,,13:56:31,14:03:21,14:04:57,14:08:25,14:10:09,None,,,Channel_Recording,None,None,None,None,None,WSE testing,,#comp WC 18.8 corr 80,,,,,,Mus musculus,mIVSCC-MET,Ctgf-T2A-dgCre;Ai14-533671,Ctgf-T2A-dgCre;Ai14-533671.04.02.02,P8S4_200713_354_A01,positive,VISpm6b,EPhys_200709_02_A05_M,533671,Ctgf-T2A-dgCre/wt;Ai14(RCL-tdT)/wt,0.047399662,Matching JEM & LIMS Information,0.8,L6b,L6b_Col8a1_Rprm,Glutamatergic,P8S4_200713_354_A01,Ctgf-T2A-dgCre;Ai14-533671.04.02.02,0.67,Pass,17.55795859,8636.0,0.7983533126451453,True
652,Slc32a1-IRES-Cre;Ai14-477503.03.02.01,,,,,,2.0.8,07/29/2019,11:13:55,2019-07-29,2019.0,7.0,29.0,07/26/2019,06/25/2019,06/24/2019,No,Mouse,Slc32a1-IRES-Cre;Ai14-477503.03.02,Slc32a1-IRES-Cre;Ai14-477503.03.02.01,Patch Tube,P8S4_190729_353_A01,lindsayn,3,1.0,,,,,SUCCESS,Negative,,Cortical,VISp_L5,VISp,L5,3.0,,nucleus_present,no,2000.0,43.0,3.8,,,,,,,50.0,50.0,10.18,2.53,2.48,11:21:53,,,,11:22:50,11:33:01,11:35:33,11:38:02,11:46:45,None,,,Channel_Recording,None,None,None,None,None,,,"#comp #densitytest WC 3.37 corr 80
redid sus leak",,,,,,Mus musculus,mIVSCC-MET,Slc32a1-IRES-Cre;Ai14-477503,Slc32a1-IRES-Cre;Ai14-477503.03.02.01,P8S4_190729_353_A01,negative,VISp5,EPhys_190729_01_A04_M,477503,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,43.8,Matching JEM & LIMS Information,0.48,L5_IT,L5_IT_VISp_Batf3,Glutamatergic,P8S4_190729_353_A01,Slc32a1-IRES-Cre;Ai14-477503.03.02.01,0.641,Pass,23.96439954,8795.0,0.893961784908876,True
656,C57BL6J-661501.07.10.01,,,,,,2.1.5,02/01/2023,13:46:46,2023-02-01,2023.0,2.0,1.0,01/31/2023,11/08/2022,12/09/2022,No,Mouse,C57BL6J-661501.07.10,C57BL6J-661501.07.10.01,Patch Tube,P6S4_230201_401_A01,kristab,1,1.0,Success,,Success,,SUCCESS,Negative,,Cortical,VISp_L2-3,VISp,L2-3,1.0,3.0,nucleus_present,no,1000.0,58.0,4.6,No,Yes,30.0,Not Applicable,Not Applicable,No,45.0,100.0,11.8,18.18,0.02,14:06:12,,14:09:14,14:10:17,14:12:23,14:24:11,14:42:22,14:42:23,14:46:29,CN1889,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Mus musculus,mIVSCC-MET,C57BL6J-661501,C57BL6J-661501.07.10.01,P6S4_230201_401_A01,negative,MOp5,EPhys_230130_01_D01_M,661501,wt/wt,58.0,Matching JEM & LIMS Information,0.5,L5_IT,L5_IT_VISp_Whrn_Tox2,Glutamatergic,P6S4_230201_401_A01,C57BL6J-661501.07.10.01,0.557,Pass,8.538670347,7504.0,0.9133613584116088,True
657,Slc17a8-iCre;Slc32a1-IRES2-FlpO;Ai65-549381.05.02.01,,,,,,2.0.8,10/20/2020,11:22:51,2020-10-20,2020.0,10.0,20.0,10/19/2020,09/01/2020,09/08/2020,No,Mouse,Slc17a8-iCre;Slc32a1-IRES2-FlpO;Ai65-549381.05.02,Slc17a8-iCre;Slc32a1-IRES2-FlpO;Ai65-549381.05.02.01,Patch Tube,PES4_201020_651_A01,katherineb,6,1.0,,,,,SUCCESS,Positive,,Cortical,VISp_L4,VISp,L4,4.0,,nucleus_present,intentionally,1300.0,60.0,2.8,,,,,,,34.0,26.0,14.47,0.82,0.83,11:47:36,,,,11:49:33,12:04:01,12:04:50,12:05:40,12:10:11,None,,,Channel_Recording,None,None,None,None,None,,#freshelectrode,,,,,,,Mus musculus,mIVSCC-MET,Slc17a8-iCre;Slc32a1-IRES2-FlpO;Ai65-549381,Slc17a8-iCre;Slc32a1-IRES2-FlpO;Ai65-549381.05.02.01,PES4_201020_651_A01,positive,VISp,EPhys_201019_01_C02_M,549381,Slc17a8-iCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,44.6,Matching JEM & LIMS Information,0.79,Sst,Sst_Chrna2_Ptgdr,GABAergic,PES4_201020_651_A01,Slc17a8-iCre;Slc32a1-IRES2-FlpO;Ai65-549381.05.02.01,0.43,Pass,13.52755566,6209.0,0.7090434064482393,True
658,Sncg-IRES2-FlpO-neo;Ai65F-484140.04.02.01,,,,,,2.0.8,08/30/2019,12:40:59,2019-08-30,2019.0,8.0,30.0,08/29/2019,07/30/2019,07/29/2019,No,Mouse,Sncg-IRES2-FlpO-neo;Ai65F-484140.04.02,Sncg-IRES2-FlpO-neo;Ai65F-484140.04.02.01,Patch Tube,P8S4_190830_353_A01,lindsayn,5,1.0,,,,,SUCCESS,Positive,,Cortical,VISp_L5,VISp,L5,2.0,,nucleus_present,intentionally,2000.0,83.0,3.5,,,,,,,45.0,45.0,7.92,2.18,2.45,12:48:06,,,,12:49:36,12:57:31,12:59:42,13:02:09,13:04:31,None,,,Channel_Recording,None,None,None,None,None,,,#comp WC 14.23 corr 80,,,,,,Mus musculus,mIVSCC-MET,Sncg-IRES2-FlpO-neo;Ai65F-484140,Sncg-IRES2-FlpO-neo;Ai65F-484140.04.02.01,P8S4_190830_353_A01,positive,VISpl5,EPhys_190826_03_A03_M,484140,Sncg-IRES2-FlpO-neo/wt;Ai65F/wt,84.3,Matching JEM & LIMS Information,1.0,Sncg,Sncg_Vip_Nptx2,GABAergic,P8S4_190830_353_A01,Sncg-IRES2-FlpO-neo;Ai65F-484140.04.02.01,0.509,Pass,23.38234068,8505.0,0.9272172400343334,True
660,Pvalb-IRES-Cre;Ai14-662812.05.02.03,,,,,,2.1.5,02/22/2023,09:30:39,2023-02-22,2023.0,2.0,22.0,02/21/2023,12/06/2022,12/09/2022,No,Mouse,Pvalb-IRES-Cre;Ai14-662812.05.02,Pvalb-IRES-Cre;Ai14-662812.05.02.03,Patch Tube,PVS4_230222_252_A01,marshallv,1,3.0,Success,,Success,,SUCCESS,Positive,,Cortical,VISp_L5,VISp,L5,3.0,3.0,nucleus_present,intentionally-surface,9.8,50.7,3.5,No,Yes,25.0,25us,Single,No,25.0,35.0,12.22,1.05,4.97,10:46:16,,10:48:25,10:48:26,10:49:00,11:01:13,11:02:16,11:07:14,11:13:14,None,,,Channel_Recording,Morphology Clearing,None,None,None,None,,,,,,,,,Mus musculus,mIVSCC-METx,Pvalb-IRES-Cre;Ai14-662812,Pvalb-IRES-Cre;Ai14-662812.05.02.03,PVS4_230222_252_A01,positive,,EPhys_230220_01_B03_M,662812,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,50.7,Matching JEM & LIMS Information,,,,,,,,,,,,
664,Pvalb-IRES-Cre;Ai14-689739.04.02.02,,,,,,2.1.5,08/18/2023,10:00:44,2023-08-18,2023.0,8.0,18.0,08/17/2023,07/14/2023,07/19/2023,No,Mouse,Pvalb-IRES-Cre;Ai14-689739.04.02,Pvalb-IRES-Cre;Ai14-689739.04.02.02,Patch Tube,PXS4_230818_352_A01,audreym,3,6.0,Success,,Success,,SUCCESS,Positive,,Cortical,VISp_L4,VISp,L4,1.0,2.0,nucleus_present,intentionally-surface,2500.0,34.0,3.9,No,Yes,150.0,25us,Single,No,37.0,30.0,8.93,4.63,4.9,13:11:38,,13:15:03,13:16:09,13:17:13,13:26:09,13:30:47,13:35:41,13:39:40,None,,,Channel_Recording,Morphology,None,None,None,None,,,,,,,,,Mus musculus,mIVSCC-MET,Pvalb-IRES-Cre;Ai14-689739,Pvalb-IRES-Cre;Ai14-689739.04.02.02,PXS4_230818_352_A01,positive,,EPhys_230821_01_A03_M,689739,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,113.2,Matching JEM & LIMS Information,1.0,Pvalb,Pvalb_Reln_Itm2a,GABAergic,PXS4_230818_352_A01,Pvalb-IRES-Cre;Ai14-689739.04.02.02,0.671,Pass,28.48470792,9166.0,0.7427755444920694,True
665,Slc32a1-IRES-Cre;Ai14-476713.03.02.02,,,,,,2.0.8,07/26/2019,10:26:33,2019-07-26,2019.0,7.0,26.0,07/25/2019,06/25/2019,06/24/2019,No,Mouse,Slc32a1-IRES-Cre;Ai14-476713.03.02,Slc32a1-IRES-Cre;Ai14-476713.03.02.02,Patch Tube,P8S4_190726_352_A01,lindsayn,3,2.0,,,,,SUCCESS,Negative,,Cortical,VISp_L5,VISp,L5,3.0,,nucleus_present,intentionally,1200.0,52.0,4.2,,,,,,,50.0,50.0,9.32,1.98,2.27,10:56:54,,,,10:58:10,11:07:29,11:09:28,11:11:44,11:14:35,None,,,Channel_Recording,None,None,None,None,None,,,#comp WC 17.05 corr 80,,,,,,Mus musculus,mIVSCC-MET,Slc32a1-IRES-Cre;Ai14-476713,Slc32a1-IRES-Cre;Ai14-476713.03.02.02,P8S4_190726_352_A01,negative,VISp6a,EPhys_190722_03_A02_M,476713,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,52.2,Matching JEM & LIMS Information,1.0,L6_IT,L6_IT_VISp_Col18a1,Glutamatergic,P8S4_190726_352_A01,Slc32a1-IRES-Cre;Ai14-476713.03.02.02,0.615,Pass,23.65164795,9167.0,0.7822371564541006,True
667,Ctgf-T2A-dgCre;Ai14-536733.04.01.01,,,,,,2.0.8,07/29/2020,15:18:28,2020-07-29,2020.0,7.0,29.0,07/28/2020,06/29/2020,06/15/2020,No,Mouse,Ctgf-T2A-dgCre;Ai14-536733.04.01,Ctgf-T2A-dgCre;Ai14-536733.04.01.01,Patch Tube,PAS4_200729_454_A01,ramr,5,1.0,,,,,SUCCESS,Positive,,Cortical,VISp_L6b,VISp,L6b,2.0,,nucleus_present,no,2600.0,44.3,4.5,,,,,,,34.0,34.0,3.22,2.1,3.67,15:27:46,,,,15:32:08,15:35:21,15:37:27,15:41:07,15:45:40,None,,,Channel_Recording,None,None,None,None,None,,,"#rs comp, corr 80%. #fill_quality_2",,,,,,Mus musculus,mIVSCC-MET,Ctgf-T2A-dgCre;Ai14-536733,Ctgf-T2A-dgCre;Ai14-536733.04.01.01,PAS4_200729_454_A01,positive,VISp,EPhys_200723_02_B03_M,536733,Ctgf-T2A-dgCre/wt;Ai14(RCL-tdT)/wt,44.3,Matching JEM & LIMS Information,1.0,L6b,L6b_P2ry12,Glutamatergic,PAS4_200729_454_A01,Ctgf-T2A-dgCre;Ai14-536733.04.01.01,0.465,Fail,4.996844636,4326.0,0.3460059046915054,False
669,CMV-Cre;Scn1a-A1783V-573981.05.01.01,,,,,,2.0.8,03/17/2021,10:19:15,2021-03-17,2021.0,3.0,17.0,03/15/2021,02/01/2021,03/08/2021,No,Mouse,CMV-Cre;Scn1a-A1783V-573981.05.01,CMV-Cre;Scn1a-A1783V-573981.05.01.01,Patch Tube,PXS4_210317_801_A01,sarav,1,1.0,,,,,SUCCESS,Positive,,Cortical,VISp_L5,VISp,L5,3.0,3.0,nucleus_present,no,1500.0,109.0,4.5,,,,,,,46.0,52.0,4.68,1.88,8.52,10:38:48,,,,10:42:50,10:47:31,10:49:24,10:57:55,11:01:03,None,,,Channel_Recording,None,None,None,None,None,,Gseal dropped before completing first channel recordings stim set ,,,,,,,Mus musculus,mIVSCC-METx,CMV-Cre;Scn1a-A1783V-573981,CMV-Cre;Scn1a-A1783V-573981.05.01.01,PXS4_210317_801_A01,positive,VISp1,EPhys_210315_01_C01_M,573981,CMV-Cre/wt;Scn1a-A1783V/wt,128.9,Matching JEM & LIMS Information,1.0,Sst,Sst_Tac2_Tacstd2,GABAergic,PXS4_210317_801_A01,CMV-Cre;Scn1a-A1783V-573981.05.01.01,0.448,Pass,15.25327752,8067.0,0.5314866132233071,True
671,Pvalb-IRES-Cre;Ai14-662812.03.02.02,,,,,,2.1.5,02/22/2023,11:46:11,2023-02-22,2023.0,2.0,22.0,02/21/2023,12/06/2022,12/09/2022,No,Mouse,Pvalb-IRES-Cre;Ai14-662812.03.02,Pvalb-IRES-Cre;Ai14-662812.03.02.02,Patch Tube,PXS4_230222_153_A01,kamiliamn,3,3.0,Success,,Success,,SUCCESS,Positive,,Cortical,VISp_L5,VISp,L5,3.0,2.0,nucleus_present,intentionally-surface,3000.0,77.9,4.1,No,Yes,30.0,25us,Multiple,No,35.0,0.0,11.38,3.68,2.85,12:43:47,,12:44:32,12:45:42,12:46:02,12:57:25,13:01:06,13:03:57,13:08:23,None,,,Channel_Recording,Morphology Clearing,None,None,None,None,,,,,,,,,Mus musculus,mIVSCC-METx,Pvalb-IRES-Cre;Ai14-662812,Pvalb-IRES-Cre;Ai14-662812.03.02.02,PXS4_230222_153_A01,positive,,EPhys_230220_01_C01_M,662812,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,77.9,Matching JEM & LIMS Information,,,,,,,,,,,,
673,Slc32a1-IRES-Cre;Ai14-477503.04.02.01,,,,,,2.0.8,07/29/2019,09:44:40,2019-07-29,2019.0,7.0,29.0,07/26/2019,06/25/2019,06/24/2019,No,Mouse,Slc32a1-IRES-Cre;Ai14-477503.04.02,Slc32a1-IRES-Cre;Ai14-477503.04.02.01,Patch Tube,P8S4_190729_351_A01,lindsayn,3,2.0,,,,,SUCCESS,Negative,,Cortical,VISp_L5,VISp,L5,3.0,,nucleus_present,no,1500.0,40.0,3.7,,,,,,,50.0,50.0,4.77,4.3,1.92,10:01:14,,,,10:02:22,10:07:08,10:11:26,10:13:21,10:20:08,None,,,Channel_Recording,None,None,None,None,None,,,#comp #densitytest WC 9.42 corr 80,,,,,,Mus musculus,mIVSCC-MET,Slc32a1-IRES-Cre;Ai14-477503,Slc32a1-IRES-Cre;Ai14-477503.04.02.01,P8S4_190729_351_A01,negative,VISp5,EPhys_190729_01_A01_M,477503,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,39.6,Matching JEM & LIMS Information,1.0,L5_ET,L5_ET_VISp_C1ql2_Cdh13,Glutamatergic,P8S4_190729_351_A01,Slc32a1-IRES-Cre;Ai14-477503.04.02.01,0.748,Pass,34.71076852,10222.0,0.9030008643885842,True
674,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-537402.03.02.01,,,,,,2.0.8,08/03/2020,10:29:05,2020-08-03,2020.0,8.0,3.0,07/31/2020,06/29/2020,06/15/2020,No,Mouse,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-537402.03.02,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-537402.03.02.01,Patch Tube,PAS4_200803_453_A01,ramr,5,2.0,,,,,SUCCESS,Positive,,Cortical,VISp_L6a,VISp,L6a,3.0,,nucleus_present,no,2000.0,45.1,4.9,,,,,,,34.0,34.0,3.68,3.85,2.88,10:45:29,,,,10:48:54,10:52:35,10:56:26,10:59:19,11:01:27,None,,,Channel_Recording,None,None,None,None,None,,,"#rs comp 2.050 MOhms, corr 80%. 
#fill_quality_2",,,,,,Mus musculus,mIVSCC-MET,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-537402,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-537402.03.02.01,PAS4_200803_453_A01,positive,VISp,EPhys_200730_01_C01_M,537402,Chrna2-Cre_OE25/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,45.1,Matching JEM & LIMS Information,1.0,Sst,Sst_Nts,GABAergic,PAS4_200803_453_A01,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-537402.03.02.01,0.572,Pass,9.645391906,7299.0,0.7134481339395871,True
678,Pvalb-IRES-Cre;Ai14-662811.02.01.01,,,,,,2.1.5,02/21/2023,10:12:34,2023-02-21,2023.0,2.0,21.0,02/20/2023,12/06/2022,12/09/2022,No,Mouse,Pvalb-IRES-Cre;Ai14-662811.02.01,Pvalb-IRES-Cre;Ai14-662811.02.01.01,Patch Tube,PXS4_230221_151_A01,kamiliamn,3,1.0,Success,,Success,,SUCCESS,Positive,,Cortical,VISp_L5,VISp,L5,3.0,2.0,nucleus_present,intentionally-surface,1000.0,87.7,4.0,No,Yes,37.0,25us,Multiple,No,37.0,40.0,9.9,4.92,7.68,10:19:46,,10:21:02,10:22:10,10:22:52,10:32:46,10:37:41,10:45:22,10:46:32,None,,,Channel_Recording,Morphology Clearing,None,None,None,None,,,,,,,,,Mus musculus,mIVSCC-METx,Pvalb-IRES-Cre;Ai14-662811,Pvalb-IRES-Cre;Ai14-662811.02.01.01,PXS4_230221_151_A01,positive,,EPhys_230220_01_B01_M,662811,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,87.7,Matching JEM & LIMS Information,,,,,,,,,,,,
680,Sst-IRES-Cre;Ai14-668017.04.02.01,,,,,,2.1.5,03/31/2023,11:00:12,2023-03-31,2023.0,3.0,31.0,03/30/2023,02/24/2023,03/06/2023,No,Mouse,Sst-IRES-Cre;Ai14-668017.04.02,Sst-IRES-Cre;Ai14-668017.04.02.01,Patch Tube,PXS4_230331_251_A01,marshallv,8,3.0,Success,,Success,,SUCCESS,Positive,,Cortical,VISp_L5,VISp,L5,1.0,3.0,nucleus_present,intentionally-surface,2542.0,54.1,4.1,No,Yes,89.0,50us,Multiple,No,30.0,36.0,6.6,3.45,1.8,11:41:50,,11:43:55,11:43:57,11:45:13,11:51:49,11:55:16,11:57:04,12:01:27,None,,,Channel_Recording,Morphology Clearing,None,None,None,None,,,,,,,,,Mus musculus,mIVSCC-METx,Sst-IRES-Cre;Ai14-668017,Sst-IRES-Cre;Ai14-668017.04.02.01,PXS4_230331_251_A01,positive,,EPhys_230403_02_B03_M,668017,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,54.1,Matching JEM & LIMS Information,0.92,Sst,Sst_Nr2f2_Necab1,GABAergic,PXS4_230331_251_A01,Sst-IRES-Cre;Ai14-668017.04.02.01,0.632,Pass,15.29995788,9121.0,0.7254021541022532,True
682,Ctgf-T2A-dgCre;Ai14-498110.04.01.03,,,,,,2.0.8,11/22/2019,09:55:25,2019-11-22,2019.0,11.0,22.0,11/21/2019,10/17/2019,10/28/2019,No,Mouse,Ctgf-T2A-dgCre;Ai14-498110.04.01,Ctgf-T2A-dgCre;Ai14-498110.04.01.03,Patch Tube,PFS4_191122_703_A01,jessicat,3,4.0,,,,,SUCCESS,Positive,,Cortical,VISp_L5,VISp,L5,4.0,,nucleus_present,not_intentionally,2000.0,49.1,3.5,,,,,,,45.0,45.0,13.1,2.73,4.37,11:30:23,,,,11:32:03,11:45:09,11:47:53,11:52:15,,None,,,Channel_Recording,None,None,None,None,None,,APs concerning SS-reran,WC 3.302; corr 80,,,,,,Mus musculus,mIVSCC-MET,Ctgf-T2A-dgCre;Ai14-498110,Ctgf-T2A-dgCre;Ai14-498110.04.01.03,PFS4_191122_703_A01,positive,VISp6a,EPhys_191118_02_B02_M,498110,Ctgf-T2A-dgCre/wt;Ai14(RCL-tdT)/wt,49.1,Matching JEM & LIMS Information,1.0,L6_IT,L6_IT_VISp_Col18a1,Glutamatergic,PFS4_191122_703_A01,Ctgf-T2A-dgCre;Ai14-498110.04.01.03,0.574,Pass,32.07404996,10327.0,1.0246739606692512,True
684,Gad2-IRES-Cre;Ai14-670841.03.02.02,,,,,,2.1.5,04/21/2023,14:13:50,2023-04-21,2023.0,4.0,21.0,04/20/2023,03/24/2023,03/06/2023,No,Mouse,Gad2-IRES-Cre;Ai14-670841.03.02,Gad2-IRES-Cre;Ai14-670841.03.02.02,Patch Tube,PXS4_230421_152_A01,kamiliamn,3,2.0,Success,,Success,,SUCCESS,Positive,,Cortical,VISp_L6a,VISp,L6a,3.0,3.0,nucleus_present,intentionally-surface,1000.0,59.3,7.0,No,Yes,45.0,25us,Multiple,No,40.0,40.0,8.37,4.48,1.83,15:13:31,,15:15:05,15:16:25,15:17:27,15:25:49,15:30:18,15:32:08,15:34:50,None,,,Channel_Recording,Morphology Clearing,None,None,None,None,,,,,,,,,Mus musculus,mIVSCC-METx,Gad2-IRES-Cre;Ai14-670841,Gad2-IRES-Cre;Ai14-670841.03.02.02,PXS4_230421_152_A01,positive,,EPhys_230424_02_B03_M,670841,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,59.3,Matching JEM & LIMS Information,0.99,Pvalb,Pvalb_Sema3e_Kank4,GABAergic,PXS4_230421_152_A01,Gad2-IRES-Cre;Ai14-670841.03.02.02,0.722,Pass,26.27554085,10675.0,1.17561427001576,True
689,Sst-IRES-Cre;Ai14-708512.05.02.01,,,,,,2.1.5,12/07/2023,18:03:37,2023-12-07,2023.0,12.0,7.0,12/06/2023,10/06/2023,10/20/2023,No,Mouse,Sst-IRES-Cre;Ai14-708512.05.02,Sst-IRES-Cre;Ai14-708512.05.02.01,Patch Tube,P6S4_231207_402_A01,kristab,8,1.0,Success,,Success,,SUCCESS,Positive,,Cortical,VISp_L4,VISp,L4,1.0,3.0,nucleus_present,no,2456.0,43.2,5.0,No,Yes,0.0,Not Applicable,Not Applicable,No,40.0,37.0,11.97,4.52,2.4,18:29:10,,18:31:59,18:32:01,18:32:02,18:44:00,18:48:31,18:50:55,18:55:38,None,,PGA,Channel_Recording,None,None,None,None,None,,,,,,,,,Mus musculus,mIVSCC-MET,Sst-IRES-Cre;Ai14-708512,Sst-IRES-Cre;Ai14-708512.05.02.01,P6S4_231207_402_A01,positive,,EPhys_231211_01_B03_M,708512,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,43.2,Matching JEM & LIMS Information,0.98,Sst,Sst_Calb2_Pdlim5,GABAergic,P6S4_231207_402_A01,Sst-IRES-Cre;Ai14-708512.05.02.01,0.417,Pass,9.174210491,8569.0,0.8149309741891225,True
691,Sst-IRES-Cre;Ai14-697390.03.02.02,,,,,,2.1.5,10/06/2023,13:33:34,2023-10-06,2023.0,10.0,6.0,10/05/2023,07/27/2023,07/19/2023,No,Mouse,Sst-IRES-Cre;Ai14-697390.03.02,Sst-IRES-Cre;Ai14-697390.03.02.02,Patch Tube,PXS4_231006_402_A01,kristab,8,2.0,Success,,Success,,SUCCESS,Positive,,Cortical,VISp_L4,VISp,L4,3.0,2.0,nucleus_present,no,2091.0,47.6,3.6,No,Yes,156.0,Not Applicable,Not Applicable,No,3.0,3.0,12.67,0.0,0.02,14:13:59,,14:17:14,14:17:15,14:17:42,14:30:22,14:30:22,14:30:23,14:38:12,None,,PGA,Channel_Recording,Morphology,None,None,None,None,,,cell moved away during recording. last stim sets were likely run on the nucleus,,,,,,Mus musculus,mIVSCC-METx,Sst-IRES-Cre;Ai14-697390,Sst-IRES-Cre;Ai14-697390.03.02.02,PXS4_231006_402_A01,positive,,EPhys_231009_01_A03_M,697390,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,47.6,Matching JEM & LIMS Information,,,,,,,,,,,,
697,Slc17a8-iCre;Ai14-548123.04.02.01,,,,,,2.0.8,10/12/2020,11:28:11,2020-10-12,2020.0,10.0,12.0,10/12/2020,09/01/2020,09/08/2020,No,Mouse,Slc17a8-iCre;Ai14-548123.04.02,Slc17a8-iCre;Ai14-548123.04.02.01,Patch Tube,PJS4_201012_801_A01,sarav,1,1.0,,,,,SUCCESS,Positive,,Cortical,VISp_L4,VISp,L4,4.0,,nucleus_present,no,2000.0,68.6,5.2,,,,,,,35.0,50.0,6.43,2.93,9.65,11:41:02,,,,11:44:58,11:51:24,11:54:20,12:03:59,12:14:52,None,,,Channel_Recording,None,None,None,None,None,,"Seal dropped a few times to ~700Mohms during channel recordings. 
Seal dropped to ~300MOhms half way during second set of stimuli",#fill_quality_3: high visibility of the fill (no or very little truncations with intact dendrites),,,,,,Mus musculus,mIVSCC-MET,Slc17a8-iCre;Ai14-548123,Slc17a8-iCre;Ai14-548123.04.02.01,PJS4_201012_801_A01,positive,VISp5,EPhys_201012_01_B02_M,548123,Slc17a8-iCre/wt;Ai14(RCL-tdT)/wt,68.6,Matching JEM & LIMS Information,0.66,Sst,Sst_Hpse_Cbln4,GABAergic,PJS4_201012_801_A01,Slc17a8-iCre;Ai14-548123.04.02.01,0.543,Pass,12.48165984,7487.0,0.6555013375573491,True
